Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks,Yield_Percent,Defect_Rate_Percent
1718,ORD-77826,2026-09-06,Plant A,MC-022,CNC Mill,4.1,Night,OP0057,N. Fernandes,Automotive Parts,ABS Plastic,SteelCorp Ltd,150,502,501,16,B,Yes,47.7,39.3,67.3,59.9,2.78,70.9,9.06,96.94,7.08,40.3,49,OK,customer complaint logged,99.8,3.19
1719,ORD-44966,2025-10-12,Plant D,MC-024,Press Brake,8.7,Night,OP0045,R. Sharma,Automotive Parts,Aluminum,Global Alloys,300,382,357,7,A+,Not Recorded,3.3,42.74,69.8,45.8,2.28,124.6,37.27,254.0,8.74,50.6,33,OK,No Remarks,93.46,1.96
1720,ORD-79534,2025-12-07,Plant A,MC-029,CNC Lathe,7.0,Evening,OP0055,S. Kumar,Electronics Housing,Aluminum,Unknown,250,310,310,3,A,No,2.9,46.76,82.5,55.8,1.75,88.81,20.31,55.24,7.54,83.6,7,Not Scheduled,unknown issue,100.0,0.97
1721,ORD-24832,2026-08-01,Plant C,MC-014,Laser Cutter,9.3,Morning,OP0034,Unknown,Aerospace Component,Steel,MetalWorks Pvt Ltd,250,401,405,11,A,Yes,62.2,26.99,69.0,65.8,2.87,149.27,42.28,262.02,7.62,47.9,36,Not Scheduled,No Remarks,101.0,2.72
1722,ORD-16125,2026-01-16,Plant B,MC-026,Welding Robot,13.9,Morning,OP0042,N. Fernandes,Medical Device Part,Aluminum,Poly Materials Inc,100,525,470,8,Not Graded,Yes,11.8,42.79,78.9,45.1,2.52,154.89,21.8,168.56,8.0,56.1,55,Not Scheduled,No Remarks,89.52,1.7
1723,ORD-19532,2026-08-22,Plant A,MC-037,CNC Lathe,8.3,Morning,OP0082,A. Iyer,Electronics Housing,Aluminum,Unknown,150,479,389,14,Reject,No,37.4,42.63,55.7,34.1,0.57,98.57,12.09,150.99,7.49,74.7,37,OK,Line stopped briefly,81.21,3.6
1724,ORD-32820,2026-03-03,Plant B,MC-004,Injection Molder,6.4,Morning,OP0062,M. Naidu,Medical Device Part,Aluminum,Poly Materials Inc,100,735,585,14,B,Yes,11.6,54.45,76.4,28.4,4.37,65.44,31.86,225.06,6.2,86.4,27,Due,Material shortage,79.59,2.39
1725,ORD-58996,2026-07-19,Plant A,MC-034,Conveyor Unit,10.2,Morning,OP0055,L. D'Souza,Aerospace Component,Unknown,Global Alloys,150,606,534,4,A+,Yes,13.1,38.51,75.1,38.2,2.7,100.47,21.39,64.58,5.07,47.4,43,Not Scheduled,Power fluctuation,88.12,0.75
1726,ORD-51628,2026-03-25,Unknown,MC-008,CNC Mill,10.0,Morning,OP0056,S. Kumar,Electronics Housing,Aluminum,Unknown,150,301,270,4,B,Yes,22.6,36.41,81.7,54.4,0.17,113.22,19.87,78.03,7.13,100.0,1,OK,Power fluctuation,89.7,1.48
1727,ORD-32138,2026-07-23,Plant A,MC-034,Stamping Press,6.3,Evening,OP0073,R. Sharma,Packaging Unit,Aluminum,Unknown,200,522,598,10,B,Yes,1.7,38.24,75.3,53.6,2.09,155.92,15.01,141.99,9.12,72.7,35,Due,unknown issue,114.56,1.67
1728,ORD-93620,2026-07-14,Plant A,MC-022,Stamping Press,0.7,Evening,OP0078,N. Fernandes,Packaging Unit,Copper,SteelCorp Ltd,150,302,280,5,A,No,33.3,60.6,68.6,41.0,2.99,143.02,4.41,15.77,12.13,72.6,9,Overdue,Late shift start,92.72,1.79
1729,ORD-81860,2026-07-06,Plant A,MC-020,Injection Molder,3.8,Unknown,OP0090,K. Verma,Industrial Fastener,Steel,Global Alloys,100,569,620,12,C,Yes,48.8,40.02,71.0,52.7,2.33,104.31,35.47,421.93,7.09,77.6,5,OK,Power fluctuation,108.96,1.94
1730,ORD-65421,2026-04-29,Plant B,MC-028,Welding Robot,8.3,Morning,OP0091,Unknown,Medical Device Part,Polycarbonate,SteelCorp Ltd,150,652,563,13,A,Not Recorded,18.5,36.13,70.5,38.9,3.54,74.94,13.63,174.0,9.29,91.2,1,Scheduled,No Remarks,86.35,2.31
1731,ORD-81791,2026-01-15,Plant C,MC-026,Assembly Line,0.5,Morning,OP0067,L. D'Souza,Packaging Unit,Cast Iron,Unknown,300,404,368,10,Reject,Yes,12.9,37.17,63.0,40.6,0.58,143.73,16.04,160.27,6.88,65.8,13,OK,No Remarks,91.09,2.72
1732,ORD-36444,2026-07-03,Plant C,MC-028,Conveyor Unit,3.7,Night,OP0076,R. Sharma,Automotive Parts,Aluminum,Global Alloys,200,401,394,5,A+,No,0.8,31.56,75.3,71.2,1.6,96.18,32.42,143.05,5.95,52.6,19,Scheduled,No Remarks,98.25,1.27
1733,ORD-80547,2025-10-15,Plant A,MC-017,Assembly Line,6.7,Evening,OP0101,R. Sharma,Industrial Fastener,Cast Iron,Global Alloys,300,623,547,10,B,Not Recorded,61.1,46.34,62.5,40.6,0.39,141.7,28.86,261.97,11.32,71.6,27,Overdue,No Remarks,87.8,1.83
1734,ORD-42679,2025-12-11,Plant E,MC-036,Assembly Line,1.2,Morning,Unknown,M. Naidu,Metal Bracket,Polycarbonate,Precision Components Co,100,484,449,11,Not Graded,No,35.1,38.38,44.6,47.4,0.07,160.07,3.7,23.93,6.13,74.4,43,Overdue,Late shift start,92.77,2.45
1735,ORD-59710,2026-06-15,Plant E,MC-012,CNC Mill,7.9,Night,OP0068,P. Rao,Industrial Fastener,Polycarbonate,Global Alloys,200,695,699,18,A+,Not Recorded,14.8,60.75,78.0,37.2,3.33,143.87,16.45,273.58,7.71,65.2,1,Due,No Remarks,100.58,2.58
1736,ORD-76965,2025-11-19,Plant A,MC-017,CNC Mill,8.8,Night,OP0017,A. Iyer,Automotive Parts,Cast Iron,MetalWorks Pvt Ltd,100,282,239,4,B,Yes,11.5,55.53,75.1,44.7,0.2,224.75,37.4,81.01,8.48,65.3,13,Due,customer complaint logged,84.75,1.67
1737,ORD-85196,2026-05-27,Plant E,MC-022,Press Brake,12.7,Morning,OP0071,N. Fernandes,Home Appliance Component,Aluminum,SteelCorp Ltd,50,620,549,12,Not Graded,Not Recorded,44.1,43.95,75.7,40.6,2.23,114.95,9.53,75.89,6.08,81.0,23,OK,OK,88.55,2.19
1738,ORD-16029,2026-06-25,Plant B,MC-002,CNC Mill,14.4,Morning,OP0116,S. Kumar,Home Appliance Component,Aluminum,Precision Components Co,150,451,454,11,Reject,Yes,18.7,55.53,73.9,52.5,2.36,61.34,43.4,341.19,7.1,57.4,36,Due,Late shift start,100.67,2.42
1739,ORD-98842,2026-04-04,Plant B,MC-010,Press Brake,10.6,Morning,OP0014,A. Iyer,Industrial Fastener,Unknown,Poly Materials Inc,200,615,538,11,B,No,0.3,42.77,61.4,68.7,0.07,219.17,10.54,60.75,6.75,73.3,47,Not Scheduled,Material shortage,87.48,2.04
1740,ORD-57325,2026-07-10,Plant E,MC-026,Conveyor Unit,7.1,Night,OP0078,N. Fernandes,Electronics Housing,Polycarbonate,MetalWorks Pvt Ltd,200,591,602,10,A,Yes,10.9,64.44,73.1,29.1,1.98,111.39,11.15,83.09,7.54,84.6,20,OK,No Remarks,101.86,1.66
1741,ORD-54235,2026-04-27,Plant D,MC-011,Press Brake,1.8,Night,OP0036,K. Verma,Electronics Housing,Aluminum,Global Alloys,100,461,434,5,B,No,9.3,52.39,67.9,42.6,1.06,121.22,31.95,155.01,7.77,90.3,44,Due,No Remarks,94.14,1.15
1742,ORD-64020,2026-08-26,Plant B,MC-008,Press Brake,9.3,Night,OP0092,R. Sharma,Packaging Unit,Cast Iron,Global Alloys,200,461,438,7,Not Graded,Not Recorded,3.8,54.51,54.7,57.7,1.41,106.4,27.58,151.26,6.11,57.3,32,OK,Line stopped briefly,95.01,1.6
1743,ORD-14100,2025-10-29,Plant B,MC-023,Assembly Line,4.8,Night,OP0098,R. Sharma,Consumer Plastics,Unknown,Unknown,300,104,106,0,A+,Yes,29.6,40.41,59.9,36.2,0.56,72.68,44.63,0.0,8.08,60.6,38,Not Scheduled,Line stopped briefly,101.92,0.0
1744,ORD-80486,2026-08-15,Plant B,MC-004,Assembly Line,5.9,Night,OP0115,Unknown,Metal Bracket,Aluminum,Precision Components Co,250,501,443,12,Reject,Yes,21.8,30.26,56.9,40.6,0.06,91.61,27.3,312.12,7.93,76.6,93,Due,unknown issue,88.42,2.71
1745,ORD-38606,2025-12-27,Plant C,MC-026,CNC Mill,4.2,Evening,Unknown,S. Kumar,Aerospace Component,Aluminum,SteelCorp Ltd,200,448,400,9,C,Not Recorded,11.4,56.09,63.7,27.7,1.33,131.42,37.67,248.8,7.13,41.4,27,OK,customer complaint logged,89.29,2.25
1746,ORD-58710,2026-05-06,Plant C,MC-001,Injection Molder,3.5,Morning,OP0015,R. Sharma,Industrial Fastener,Cast Iron,Precision Components Co,250,412,368,8,C,Yes,516.5,43.59,74.3,62.6,1.63,162.54,25.38,174.61,9.09,72.8,103,Not Scheduled,No Remarks,89.32,2.17
1747,ORD-13663,2026-05-19,Plant A,MC-012,Welding Robot,6.4,Night,OP0022,Unknown,Electronics Housing,ABS Plastic,Poly Materials Inc,200,470,446,6,C,Yes,0.0,26.59,58.6,28.1,1.8,143.89,6.07,35.11,8.98,80.8,48,Overdue,No Remarks,94.89,1.35
1748,ORD-49361,2025-10-01,Plant C,MC-039,CNC Lathe,3.2,Unknown,Unknown,N. Fernandes,Consumer Plastics,Steel,MetalWorks Pvt Ltd,50,356,356,10,A,Not Recorded,17.9,66.2,51.5,35.6,3.59,127.34,37.49,216.71,8.64,72.3,34,Due,Routine check,100.0,2.81
1749,ORD-97972,2026-03-03,Unknown,MC-022,CNC Lathe,13.6,Night,OP0112,L. D'Souza,Industrial Fastener,ABS Plastic,Precision Components Co,200,550,585,13,A+,No,1.4,65.11,60.9,49.2,3.05,102.12,41.9,428.4,8.06,80.7,17,Due,No Remarks,106.36,2.22
1750,ORD-30576,2026-07-11,Plant B,MC-034,CNC Mill,12.8,Evening,OP0027,A. Iyer,Home Appliance Component,Polycarbonate,MetalWorks Pvt Ltd,50,233,203,7,B,Not Recorded,34.5,39.9,64.6,54.7,0.35,45.0,28.72,126.57,7.54,70.6,48,OK,Material shortage,87.12,3.45
1751,ORD-72763,2026-02-26,Plant E,MC-003,CNC Mill,13.3,Evening,OP0041,L. D'Souza,Aerospace Component,Unknown,Global Alloys,100,517,521,12,A+,No,31.7,51.06,54.4,33.0,3.17,125.53,33.69,354.65,10.27,55.3,49,OK,No Remarks,100.77,2.3
1752,ord2270,2026-02-15,Plant B,MC-028,3D Printer,11.9,Night,OP0049,Unknown,Electronics Housing,Copper,Precision Components Co,200,441,373,7,Not Graded,Yes,3.1,49.17,53.1,51.3,0.51,130.99,9.96,55.7,8.73,55.9,37,Due,No Remarks,84.58,1.88
1753,ORD-87676,2026-07-17,Plant C,MC-031,Welding Robot,3.5,Night,OP0021,A. Iyer,Industrial Fastener,Copper,Poly Materials Inc,200,469,504,10,B,Yes,10.4,54.73,90.7,61.4,0.41,113.08,31.81,246.25,8.83,73.2,36,Not Scheduled,No Remarks,107.46,1.98
1754,ORD-21835,2026-05-26,Plant D,MC-029,Conveyor Unit,14.5,Unknown,OP0081,K. Verma,Metal Bracket,Cast Iron,Poly Materials Inc,250,640,678,14,B,Not Recorded,2.1,37.81,73.0,37.5,1.46,114.12,32.08,326.04,7.14,48.9,65,Not Scheduled,Line stopped briefly,105.94,2.06
1755,ORD-20084,2026-04-30,Unknown,MC-029,Injection Molder,12.4,Evening,OP0104,M. Naidu,Consumer Plastics,Polycarbonate,SteelCorp Ltd,150,495,449,5,Reject,No,42.0,52.25,80.5,51.9,0.64,90.66,6.05,28.15,8.67,93.9,78,Due,Line stopped briefly,90.71,1.11
1756,ORD-66208,2026-03-12,Plant C,MC-005,CNC Mill,10.3,Morning,OP0098,K. Verma,Medical Device Part,Copper,SteelCorp Ltd,250,140,129,3,A+,Yes,0.4,40.29,58.7,34.3,2.66,124.61,16.3,40.18,10.38,89.1,15,Not Scheduled,Power fluctuation,92.14,2.33
1757,ORD-63266,2026-02-02,Plant C,MC-013,Laser Cutter,3.9,Morning,OP0082,Unknown,Home Appliance Component,ABS Plastic,SteelCorp Ltd,50,498,419,9,C,No,5.2,65.13,64.1,29.2,2.38,103.36,39.25,309.7,7.45,68.6,11,Overdue,Routine check,84.14,2.15
1758,ORD-14149,2026-02-19,Plant B,MC-004,Assembly Line,4.5,Night,OP0100,Unknown,Aerospace Component,Cast Iron,SteelCorp Ltd,150,364,304,2,B,Yes,54.1,43.11,70.2,48.3,4.16,99.85,30.07,45.19,7.41,86.5,33,OK,No Remarks,83.52,0.66
1759,ORD-65878,2025-11-03,Unknown,MC-010,Press Brake,2.9,Night,OP0008,L. D'Souza,Packaging Unit,Unknown,SteelCorp Ltd,200,420,370,9,B,No,62.8,29.1,85.9,54.1,2.64,85.54,32.67,188.56,9.82,42.8,10,Scheduled,Late shift start,88.1,2.43
1760,ORD-48748,2026-04-12,Plant E,MC-008,Press Brake,13.7,Evening,OP0060,K. Verma,Packaging Unit,Cast Iron,Poly Materials Inc,100,397,404,6,A,Not Recorded,22.1,42.68,80.1,46.2,2.96,122.92,28.07,121.18,7.72,79.1,19,Not Scheduled,No Remarks,101.76,1.49
1761,ORD-51353,2026-02-03,Plant D,MC-032,Assembly Line,5.5,Morning,OP0113,R. Sharma,Medical Device Part,Aluminum,SteelCorp Ltd,250,643,641,9,B,Yes,43.7,60.28,77.5,49.2,3.52,117.97,13.43,72.7,8.67,72.7,35,OK,Line stopped briefly,99.69,1.4
1762,ORD-27380,2026-04-14,Plant C,MC-027,Assembly Line,6.4,Night,OP0010,K. Verma,Industrial Fastener,Steel,SteelCorp Ltd,150,674,614,9,B,Yes,8.8,65.81,58.9,55.4,3.0,109.33,10.1,71.81,8.31,42.1,7,Due,Material shortage,91.1,1.47
1763,ORD-25473,2026-08-29,Plant A,MC-028,Press Brake,2.6,Morning,OP0079,Unknown,Packaging Unit,Polycarbonate,SteelCorp Ltd,200,304,313,6,C,No,28.7,45.08,64.1,43.7,1.99,107.05,40.75,222.8,7.47,46.7,15,Due,Late shift start,102.96,1.92
1764,ORD-38613,2026-07-15,Plant B,MC-034,Assembly Line,3.5,Morning,OP0004,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,100,553,551,8,A+,No,1.4,56.93,61.1,41.4,4.15,118.33,44.65,343.12,6.78,51.4,7,Not Scheduled,Line stopped briefly,99.64,1.45
1765,ORD-22545,2025-12-11,Plant D,MC-034,CNC Lathe,7.9,Morning,OP0048,A. Iyer,Industrial Fastener,Aluminum,MetalWorks Pvt Ltd,100,816,723,17,Not Graded,Yes,60.6,53.05,64.9,56.8,4.43,118.49,26.49,325.2,7.63,86.2,34,Due,Routine check,88.6,2.35
1766,ORD-50438,2025-12-31,Plant D,MC-025,3D Printer,3.6,Evening,OP0056,L. D'Souza,Medical Device Part,Steel,Precision Components Co,150,726,675,9,Reject,Not Recorded,68.4,40.96,65.2,40.8,1.26,94.47,21.12,166.92,6.32,85.0,71,Not Scheduled,OK,92.98,1.33
1767,ORD-61401,2026-06-04,Plant A,MC-015,Assembly Line,9.6,Morning,OP0119,L. D'Souza,Aerospace Component,Cast Iron,SteelCorp Ltd,150,519,507,15,A,No,7.7,47.73,52.7,34.3,0.09,145.38,29.44,276.81,7.47,52.5,54,OK,No Remarks,97.69,2.96
1768,ORD-15615,2026-09-10,Plant B,MC-037,Press Brake,12.8,Night,OP0083,Unknown,Automotive Parts,Aluminum,SteelCorp Ltd,150,380,299,4,A+,Yes,17.6,38.12,64.1,31.4,3.12,71.45,30.94,118.43,11.23,41.7,47,Not Scheduled,customer complaint logged,78.68,1.34
1769,ORD-36104,2026-01-07,Plant B,MC-005,CNC Lathe,1.3,Morning,OP0015,P. Rao,Medical Device Part,Unknown,Unknown,50,556,544,10,B,Yes,7.6,41.0,64.7,37.4,2.28,108.66,26.81,216.22,7.73,96.0,27,Due,unknown issue,97.84,1.84
1770,ORD-89377,2026-07-17,Plant E,MC-036,Stamping Press,9.6,Morning,OP0019,R. Sharma,Metal Bracket,Aluminum,Global Alloys,250,444,351,6,A+,No,43.0,72.84,69.8,34.2,0.09,129.03,13.22,43.89,7.97,57.9,79,Due,OK,79.05,1.71
1771,ORD-42285,2025-12-12,Plant E,MC-017,3D Printer,12.7,Morning,OP0097,Unknown,Automotive Parts,Cast Iron,MetalWorks Pvt Ltd,150,376,338,6,A+,Yes,48.3,22.67,69.0,55.3,1.55,80.41,39.34,225.86,9.94,100.0,63,Due,OK,89.89,1.78
1772,ORD-21542,2026-07-22,Plant A,MC-018,Conveyor Unit,9.8,Morning,OP0057,P. Rao,Aerospace Component,Aluminum,Poly Materials Inc,150,422,355,7,Not Graded,No,53.1,51.47,58.7,42.7,0.96,71.6,44.43,232.55,9.41,75.1,17,Due,No Remarks,84.12,1.97
1773,ORD-68313,2026-02-23,Plant A,MC-033,Laser Cutter,7.1,Night,OP0037,L. D'Souza,Electronics Housing,ABS Plastic,Poly Materials Inc,200,602,620,13,Reject,Yes,9.6,55.31,72.2,51.1,2.33,88.08,3.88,33.21,8.9,78.2,67,Not Scheduled,unknown issue,102.99,2.1
1774,ORD-15110,2026-08-08,Plant E,MC-016,CNC Lathe,1.4,Morning,OP0066,K. Verma,Electronics Housing,Cast Iron,Poly Materials Inc,100,362,314,10,A,Not Recorded,58.0,62.06,59.3,58.6,2.61,97.09,24.69,202.6,7.75,77.9,15,Due,Line stopped briefly,86.74,3.18
1775,ORD-14808,2025-12-05,Plant B,MC-014,Stamping Press,7.6,Unknown,OP0102,P. Rao,Home Appliance Component,ABS Plastic,Unknown,200,566,518,6,A+,Not Recorded,50.7,54.36,68.3,38.3,1.07,124.29,34.81,142.04,8.13,73.4,25,Due,OK,91.52,1.16
1776,ORD-70238,2026-06-07,Plant D,MC-006,Laser Cutter,4.4,Night,OP0051,N. Fernandes,Electronics Housing,Copper,Precision Components Co,50,384,358,9,Not Graded,Yes,4.0,18.51,66.0,20.2,2.69,76.6,2.73,23.27,5.81,40.4,32,Due,unknown issue,93.23,2.51
1777,ORD-89876,2026-02-18,Plant D,MC-034,Press Brake,8.5,Morning,OP0081,Unknown,Electronics Housing,Cast Iron,SteelCorp Ltd,100,437,387,7,B,No,3.2,45.11,69.1,36.2,3.42,126.19,29.94,163.75,5.99,42.6,34,Not Scheduled,Power fluctuation,88.56,1.81
1778,ORD-24240,2026-05-02,Plant C,MC-029,3D Printer,10.3,Evening,OP0068,N. Fernandes,Packaging Unit,Copper,MetalWorks Pvt Ltd,250,352,312,5,A,Yes,16.2,42.68,56.6,58.0,0.62,75.39,12.0,53.76,7.08,44.7,42,OK,customer complaint logged,88.64,1.6
1779,ORD-43006,2026-02-11,Plant B,MC-020,Laser Cutter,12.1,Evening,OP0058,P. Rao,Electronics Housing,ABS Plastic,SteelCorp Ltd,150,595,533,8,C,No,25.3,47.36,73.0,54.5,4.05,92.84,4.5,34.44,9.71,78.3,49,Not Scheduled,Material shortage,89.58,1.5
1780,ORD-25520,2026-03-13,Plant A,MC-033,Conveyor Unit,2.2,Morning,OP0052,M. Naidu,Metal Bracket,ABS Plastic,Poly Materials Inc,100,421,404,4,A+,Yes,44.4,67.01,52.1,30.2,1.06,103.56,43.37,91.4,6.41,73.6,10,Scheduled,Material shortage,95.96,0.99
1781,ORD-68419,2026-07-22,Plant B,MC-018,Assembly Line,7.9,Morning,OP0053,Unknown,Metal Bracket,Cast Iron,MetalWorks Pvt Ltd,50,636,504,13,Reject,Yes,40.8,43.96,65.5,44.7,2.56,120.53,44.85,312.54,7.66,94.8,46,Due,Material shortage,79.25,2.58
1782,ORD-45818,2025-10-27,Plant C,MC-023,CNC Mill,1.8,Morning,OP0014,K. Verma,Aerospace Component,Aluminum,Global Alloys,300,559,528,13,B,Not Recorded,0.6,46.46,91.0,43.8,3.59,95.39,23.56,157.16,7.5,79.9,34,OK,Late shift start,94.45,2.46
1783,ORD-33769,2026-08-24,Unknown,MC-035,Injection Molder,2.8,Evening,OP0068,Unknown,Home Appliance Component,Steel,Global Alloys,250,473,466,14,B,Not Recorded,2.0,39.0,56.7,33.4,3.26,131.62,41.03,479.07,7.28,55.7,4,OK,OK,98.52,3.0
1784,ORD-89886,2026-08-09,Plant E,MC-002,Injection Molder,8.3,Morning,OP0015,N. Fernandes,Electronics Housing,Steel,Unknown,100,535,489,10,A+,No,9.3,33.45,50.7,25.9,2.24,101.31,19.57,192.16,6.84,44.1,63,Scheduled,Line stopped briefly,91.4,2.04
1785,ORD-94512,2026-03-13,Plant A,MC-032,Laser Cutter,12.7,Evening,OP0022,Unknown,Electronics Housing,Aluminum,Global Alloys,50,353,368,6,A,Not Recorded,16.7,65.41,51.3,28.0,3.26,59.09,5.67,31.33,7.94,69.6,21,OK,No Remarks,104.25,1.63
1786,ORD-32402,2025-10-05,Plant A,MC-023,Stamping Press,9.8,Evening,OP0089,Unknown,Aerospace Component,Steel,Poly Materials Inc,50,659,579,11,Not Graded,Yes,32.9,58.75,54.7,50.4,3.96,100.38,23.74,186.9,9.23,83.3,2,Due,OK,87.86,1.9
1787,ORD-93237,2025-10-24,Plant B,MC-009,Press Brake,3.2,Morning,OP0092,A. Iyer,Automotive Parts,Aluminum,SteelCorp Ltd,100,397,356,7,B,Yes,28.3,32.12,69.0,44.6,2.52,124.08,44.56,220.08,9.23,49.1,19,Scheduled,Power fluctuation,89.67,1.97
1788,ORD-78941,2026-05-16,Plant A,MC-034,CNC Mill,5.9,Night,OP0109,L. D'Souza,Electronics Housing,Aluminum,Precision Components Co,300,578,522,13,A,Yes,14.2,56.31,50.1,58.5,0.12,155.33,6.52,45.46,5.55,71.8,6,Scheduled,customer complaint logged,90.31,2.49
1789,ORD-99130,2025-10-03,Plant C,MC-006,3D Printer,11.4,Morning,OP0068,L. D'Souza,Packaging Unit,Steel,SteelCorp Ltd,200,470,456,16,C,Yes,11.9,60.08,74.2,52.9,3.49,133.69,10.64,145.53,8.15,94.7,41,Overdue,No Remarks,97.02,3.51
1790,ORD-65987,2026-05-28,Plant B,MC-013,CNC Mill,6.1,Night,OP0114,S. Kumar,Consumer Plastics,Aluminum,Global Alloys,100,415,459,2,C,No,36.7,68.13,63.6,45.7,3.14,117.98,35.82,46.34,8.86,70.1,61,Scheduled,No Remarks,110.6,0.44
1791,ORD-72105,2026-04-30,Plant A,MC-037,Assembly Line,12.8,Evening,OP0042,Unknown,Metal Bracket,Aluminum,Precision Components Co,250,536,512,9,A,Yes,35.0,44.62,70.7,41.6,0.72,111.65,37.1,212.24,5.66,40.6,8,Scheduled,Material shortage,95.52,1.76
1792,ORD-78506,2026-05-20,Plant B,MC-002,Press Brake,3.3,Morning,OP0041,P. Rao,Consumer Plastics,Steel,Global Alloys,200,637,651,9,A+,Yes,71.3,48.88,77.6,60.7,0.62,130.04,34.77,136.86,7.73,72.1,37,Not Scheduled,Material shortage,102.2,1.38
1793,ORD-62184,2026-06-10,Plant B,MC-035,Injection Molder,6.2,Evening,OP0096,S. Kumar,Medical Device Part,Aluminum,Precision Components Co,150,496,439,8,Not Graded,No,22.2,41.94,66.7,51.3,3.18,73.57,3.65,19.9,9.91,52.9,53,Not Scheduled,unknown issue,88.51,1.82
1794,ORD-97613,2026-03-27,Plant D,MC-030,CNC Lathe,13.4,Morning,OP0011,S. Kumar,Home Appliance Component,Copper,MetalWorks Pvt Ltd,200,731,682,15,A+,No,20.2,39.39,47.6,52.6,3.6,66.6,19.59,161.6,7.98,45.9,62,Due,Routine check,93.3,2.2
1795,ORD-24919,2026-05-25,Plant B,MC-029,Injection Molder,4.6,Morning,OP0040,Unknown,Electronics Housing,Copper,Precision Components Co,200,232,210,4,Not Graded,Yes,12.3,28.51,69.7,40.1,1.19,244.48,39.93,150.7,9.42,82.3,22,Due,Material shortage,90.52,1.9
1796,ORD-84927,2025-12-24,Plant B,MC-027,CNC Mill,12.6,Night,OP0103,P. Rao,Industrial Fastener,Steel,Poly Materials Inc,250,448,413,8,A,Yes,39.2,63.08,54.1,40.8,3.44,113.27,18.95,103.74,8.54,41.1,26,Due,unknown issue,92.19,1.94
1797,ORD-90392,2026-07-24,Unknown,MC-006,Stamping Press,1.8,Night,OP0089,P. Rao,Metal Bracket,Steel,MetalWorks Pvt Ltd,250,474,404,10,B,Yes,20.4,50.23,79.2,48.8,4.1,151.89,34.91,263.34,7.62,89.3,8,Not Scheduled,customer complaint logged,85.23,2.48
1798,ORD-89202,2025-10-11,Plant D,MC-009,3D Printer,1.0,Morning,OP0033,N. Fernandes,Packaging Unit,Aluminum,Poly Materials Inc,250,334,275,3,Reject,No,30.5,30.13,57.8,40.2,1.7,155.35,11.85,26.33,7.18,90.7,22,Not Scheduled,unknown issue,82.34,1.09
1799,ORD-71484,2026-09-14,Plant A,MC-028,Press Brake,2.3,Night,OP0005,Unknown,Consumer Plastics,Steel,Precision Components Co,200,524,520,11,Not Graded,No,11.4,64.95,75.7,52.3,0.13,126.05,7.75,43.41,7.97,62.3,30,Due,No Remarks,99.24,2.12
1800,ORD-49037,2025-10-16,Plant B,MC-012,Welding Robot,5.6,Night,OP0053,R. Sharma,Packaging Unit,Aluminum,Global Alloys,300,589,623,14,C,No,28.9,42.87,64.4,44.8,0.96,107.42,39.48,330.63,8.1,75.4,22,Not Scheduled,Material shortage,105.77,2.25
1801,ORD-62863,2026-05-02,Plant A,MC-014,Laser Cutter,11.6,Morning,OP0115,R. Sharma,Consumer Plastics,Aluminum,Precision Components Co,50,392,368,7,Reject,No,20.2,38.3,66.7,52.8,3.76,122.52,31.66,138.97,9.51,71.8,7,Due,Line stopped briefly,93.88,1.9
1802,ORD-41868,2026-04-20,Unknown,MC-026,CNC Lathe,7.7,Evening,OP0099,P. Rao,Home Appliance Component,Copper,SteelCorp Ltd,100,233,261,5,A,Yes,21.1,50.34,71.7,33.7,3.56,148.2,15.41,46.21,9.73,97.0,42,Due,Late shift start,112.02,1.92
1803,ORD-86486,2025-10-19,Plant A,MC-030,3D Printer,14.7,Morning,OP0046,Unknown,Aerospace Component,Cast Iron,Unknown,50,624,653,10,Not Graded,Yes,39.3,43.67,79.0,48.1,3.52,162.0,7.05,41.18,7.04,85.3,48,Due,unknown issue,104.65,1.53
1804,ORD-73335,2025-11-10,Plant C,MC-040,Press Brake,6.1,Night,OP0033,L. D'Souza,Industrial Fastener,Steel,Global Alloys,50,615,619,14,Not Graded,Not Recorded,25.8,48.37,58.5,38.8,2.32,149.24,9.02,89.93,7.92,74.0,46,Due,Routine check,100.65,2.26
1805,ORD-70764,2026-06-30,Unknown,MC-018,CNC Lathe,13.4,Morning,OP0116,Unknown,Consumer Plastics,Aluminum,Poly Materials Inc,250,674,566,8,Reject,No,55.5,68.92,74.8,54.4,1.35,188.16,33.16,158.85,5.28,71.9,48,Not Scheduled,customer complaint logged,83.98,1.41
1806,ORD-90786,2025-11-22,Plant B,MC-037,Injection Molder,0.5,Morning,OP0090,M. Naidu,Metal Bracket,Steel,Poly Materials Inc,175,390,415,8,C,Yes,434.7,29.4,61.7,46.9,2.23,125.23,14.2,85.83,5.79,92.8,57,Scheduled,No Remarks,106.41,1.93
