Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks
1524,ORD-47345,10-05-2025,plant b,MC-029,Assembly Line,2.0,morning,OP0079,"D'Souza, L.",Home Appliance Component,Aluminum,MetalWorks Pvt Ltd,,561.0,514.0,12.0,B,yes,44.4,24.19,69.9,54.1,2.6,142.28,3.0,22.99,8.16,64.5,1.0,Overdue,OK
1525,ORD-78073,2026-01-05,Plant A,MC-038,CNC Lathe,5.2,Day,OP0019,K. Verma,Medical Device Part,Cast Iron,global alloys,150.0,468.0,418.0,11.0,Grade A,No,15.7,40.09,59.7,26.4,4.0,95.53,21.97,237.7,7.05,44.5,41.0,OK,unknown issue
1526,ORD-13102,2025-12-05,PLANT A,MC-024,Assembly Line,2.7,2nd Shift,OP0108,A. Iyer,Home Appliance Component,Cast Iron,,100.0,465.0,496.0,4.0,grade b,Yes,15.1,60.71,62.5,54.7,0.58,160.85,6.65,16.89,6.86,81.6,32.0,Scheduled,Material shortage
1527,ORD-10197,12/03/2026,Plant A,MC-012,Injection Molder,0.4,  Night  ,OP0032,  N. Fernandes  ,Packaging Unit,ABS Plastic,,300.0,461.0,418.0,9.0,C,NO,27.7,25.91,72.7,52.3,1.53,67.67,18.15,147.91,9.28,42.3,19.0,OK,Routine check
1528,ORD-18509,02-Nov-2025,  Plant A  ,MC-001,Welding Robot,4.2,Evening,OP0084,  M. Naidu  ,Industrial Fastener,Aluminum,Precision Components Co,150.0,505.0,415.0,11.0,Grade A,Yes,64.6,33.21,53.9,29.9,2.61,181.12,38.42,415.23,9.72,40.6,58.0,OK,Line stopped briefly
1529,ORD-67933,2025/12/26 05:56,Plant E,MC-007,Injection Molder,3.8,NIGHT,OP0001,unknown,Home Appliance Component,ALUMINUM,Precision Components Co,250.0,471.0,420.0,8.0,A+,,7.0,24.39,73.3,53.0,2.82,73.92,36.56,281.75,8.85,81.8,74.0,Scheduled,customer complaint logged
1530,ORD-99471,2026-04-10,,MC-012,Press Brake,12.3,NIGHT,OP0012,unknown,Aerospace Component,Copper,  Global Alloys  ,100.0,219.0,189.0,4.0,A,NO,3.8,55.86,66.9,45.7,0.06,79.85,37.56,136.52,8.76,80.6,28.0,Due,Power fluctuation
1531,ORD-48867,11-Aug-2026,Plant C,MC-036,CNC Lathe,4.2,  Morning  ,OP0016,S. Kumar,Consumer Plastics,Polycarbonate,Steelcorp Ltd.,150.0,403.0,372.0,4.0,  A+  ,,7.1,42.36,52.2,48.7,1.61,109.87,4.76,10.89,8.58,84.5,12.0,ok,Material shortage
1532,ORD-54000,2026-07-20,PLANT A,MC-030,Laser Cutter,3.1,1st Shift,OP0112,K. Verma,Packaging Unit,Steel,,300.0,455.0,397.0,12.0,B,N,49.1,64.69,96.4,31.5,2.42,47.13,6.11,56.55,8.76,65.3,16.0,N/A,Line stopped briefly
1533,ORD-45217,2026-07-21,Plant-D,MC-020,CNC Lathe,14.5,Morning,OP0079,K. Verma,Medical Device Part,ALUMINUM,Steelcorp Ltd.,,451.0,448.0,7.0,B,No,18.6,24.49,68.2,50.3,0.28,66.83,12.36,44.1,9.69,72.5,54.0,OK,Material shortage
1534,ORD-67881,2026-01-22,Plant A,MC-004,3D Printer,10.2,morning,OP0083,K. Verma,Medical Device Part,Polycarbonate,Poly Materials Inc,150.0,428.0,434.0,9.0,,,30.5,49.32,67.1,36.9,1.98,112.47,4.89,41.03,6.87,67.5,19.0,,OK
1535,ORD-35389,2026-06-04,Plant B,MC-040,Press Brake,10.5,Evening,OP0113,"D'Souza, L.",Industrial Fastener,ABS Plastic,MetalWorks Pvt Ltd,300.0,664.0,579.0,11.0,,No,54.4,47.2,69.4,36.0,4.92,154.68,7.69,42.8,7.24,76.1,44.0,ok,Material shortage
1536,ORD-21847,2025-10-15,Plant B,MC-013,CNC Lathe,12.2,Night,OP0036,K. Verma,Metal Bracket,,,150.0,525.0,480.0,16.0,A+,,16.3,49.36,76.0,40.0,1.29,126.96,31.98,396.89,9.44,84.7,18.0,Due,  Late shift start 
1537,ORD-64798,2025-10-16,Plant E,MC-019,Injection Molder,6.0,Morning,OP0066,unknown,Industrial Fastener,Copper,global alloys,250.0,361.0,345.0,6.0,A+,,2.4,47.92,65.8,55.4,1.59,52.57,35.71,213.44,7.38,94.0,49.0,OK,unknown issue
1538,ORD-63717,01-Sep-2026,,MC-029,3D Printer,9.5,  1st Shift  ,OP0004,A. Iyer,Consumer Plastics,steel,Steelcorp Ltd.,250.0,400.0,396.0,6.0,Grade A,Yes,35.7,56.12,70.1,50.0,2.79,144.89,30.17,167.02,7.76,63.1,52.0,OK,customer complaint logged
1539,ORD-10731,14/10/2025,  Plant B  ,MC-005,Conveyor Unit,13.4,Night,,P. Rao,Industrial Fastener,Polycarbonate,Poly Materials Inc,200.0,557.0,538.0,13.0,Grade A,yes,33.7,48.86,51.4,26.0,1.04,116.08,11.11,125.68,8.77,78.7,67.0,DUE,customer complaint logged
1540,ORD-44750,11-05-2025,Plant A,MC-036,Welding Robot,4.0,NIGHT,OP0011,A. Iyer,Packaging Unit,,MetalWorks Pvt Ltd,200.0,714.0,654.0,12.0,Reject,Yes,33.9,53.28,66.2,53.2,0.86,123.63,20.7,141.06,9.82,63.4,10.0,OK,Power fluctuation
1541,ORD-48448,07-20-2026,Plant B,MC-010,CNC Lathe,6.5,Night,OP0071,R. Sharma,Consumer Plastics,,Poly Materials Inc,250.0,622.0,591.0,13.0,grade b,Yes,19.0,36.38,78.8,46.6,1.82,117.08,17.24,186.45,7.3,74.5,25.0,Scheduled,Material shortage
1542,ORD-50640,2025-10-27,Plant B,MC-020,Assembly Line,13.2,Morning,OP0048,  A. Iyer  ,Home Appliance Component,steel,Poly Materials Inc,250.0,392.0,402.0,7.0,Grade A,Yes,4.2,62.35,65.1,51.0,4.83,95.28,39.35,271.83,8.67,58.0,27.0,OK,Routine check
1543,ORD-82735,2026-03-04,  Plant E  ,MC-034,Stamping Press,4.8,Day,OP0093,"D'Souza, L.",Home Appliance Component,,Global Alloys,,373.0,-356.0,3.0,,Yes,7.8,41.53,75.4,41.8,1.6,72.78,44.7,89.47,7.09,73.1,15.0,,unknown issue
1544,ORD-33537,2026-02-19,Plant A,MC-010,Laser Cutter,14.0,Evening,OP0117,,Industrial Fastener,Cast Iron,,250.0,573.0,437.0,10.0,,,54.3,50.48,54.5,34.0,3.82,114.08,40.89,265.26,8.84,45.7,80.0,OK,Material shortage
1545,ORD-82653,14-Nov-2025,Plant C,MC-010,Laser Cutter,11.7,Morning,OP0057,"  D'Souza, L.  ",Home Appliance Component,Steel,,150.0,529.0,458.0,9.0,,,31.3,-25.42,72.3,32.3,3.17,86.31,40.43,311.67,10.35,44.6,55.0,ok,OK
1546,ORD-60317,2026-08-10,Plant B,MC-021,Welding Robot,2.4,1st Shift,OP0098,"D'Souza, L.",Electronics Housing,,Precision Components Co,150.0,448.0,430.0,13.0,A,N,12.0,53.73,64.4,54.9,1.01,84.31,39.7,421.96,8.76,51.0,27.0,Due,Routine check
1547,ORD-99589,2025/10/17 12:28,Plant E,MC-010,Conveyor Unit,1.0,Morning,OP0053,M. Naidu,Aerospace Component,Cast Iron,MetalWorks Pvt Ltd,300.0,478.0,440.0,12.0,C,No,37.4,24.93,68.0,45.3,1.8,141.69,11.83,103.92,5.98,40.0,20.0,ok,
1548,ORD-36885,03-18-2026,,MC-003,CNC Mill,3.3,Morning,OP0074,R. Sharma,Metal Bracket,ALUMINUM,  Steelcorp Ltd.  ,300.0,539.0,529.0,15.0,Grade A,No,17.0,48.25,69.0,37.7,2.04,129.58,15.9,144.94,8.47,81.5,84.0,DUE,Power fluctuation
1549,ORD-59120,02/02/2026,Plant E,MC-003,CNC Lathe,9.5,Night,OP0079,,Aerospace Component,Copper,SteelCorp Ltd,300.0,530.0,465.0,10.0,B,Yes,19.3,57.97,70.5,34.8,1.98,149.29,28.63,244.3,10.68,110.7,4.0,,Routine check
1550,ORD-88695,2026-03-11,,MC-013,Injection Molder,2.2,Morning,OP0109,K. Verma,Metal Bracket,ALUMINUM,Poly Materials Inc,,547.0,547.0,13.0,A,No,9.0,20.41,64.5,51.9,2.21,52.03,41.78,434.0,8.59,79.6,36.0,Due,Routine check
1551,ORD-20858,2026-03-24,Plant E,MC-010,Injection Molder,3.7,  Evening  ,OP0009,unknown,Consumer Plastics,steel,global alloys,200.0,334.0,289.0,6.0,grade b,,6.4,32.44,73.7,48.1,2.1,136.7,32.62,174.16,7.03,42.3,15.0,OK,Material shortage
1552,ORD-83867,2026-08-11,PLANT A,MC-029,Stamping Press,9.6,Night,OP0116,unknown,Industrial Fastener,Aluminum,,100.0,147.0,129.0,0.0,Grade A,,15.8,31.62,72.2,41.1,2.49,118.88,30.03,0.0,7.89,73.8,6.0,DUE,Routine check
1553,ORD-23863,08-Jan-2026,Plant-D,MC-020,Conveyor Unit,8.5,,,M. Naidu,Industrial Fastener,Cast Iron,,200.0,535.0,426.0,13.0,  A+  ,Yes,13.2,53.71,66.3,32.5,2.11,82.1,42.6,549.75,7.69,84.9,16.0,Overdue,customer complaint logged
1554,ORD-13639,2026-02-01,Plant E,MC-010,Assembly Line,10.5,1st Shift,OP0105,K. Verma,Aerospace Component,ALUMINUM,  MetalWorks Pvt Ltd  ,200.0,305.0,308.0,3.0,C,,10.5,48.02,71.8,44.2,4.39,122.28,9.98,24.51,10.36,67.0,23.0,Scheduled,
1555,ORD-37823,22-Mar-2026,Plant A,MC-031,Welding Robot,5.6,Evening,OP0100,,Consumer Plastics,Steel,SteelCorp Ltd,200.0,586.0,553.0,6.0,Grade A,No,44.2,39.11,73.2,40.8,4.62,145.98,4.58,23.87,8.71,62.9,15.0,,
1556,ORD-77270,11-29-2025,plant b,MC-007,Assembly Line,8.0,  Night  ,OP0023,  P. Rao  ,Automotive Parts,ABS Plastic,Poly Materials Inc,150.0,496.0,457.0,10.0,B,Yes,18.5,43.54,52.5,64.2,2.62,124.79,41.68,231.93,9.16,52.4,47.0,Due,Line stopped briefly
1557,ORD-76752,2026/02/07 20:24,Plant-D,MC-024,Laser Cutter,14.2,Morning,OP0054,  unknown  ,Packaging Unit,ABS Plastic,SteelCorp Ltd,200.0,464.0,416.0,8.0,grade b,yes,18.4,45.3,61.6,54.7,2.79,150.03,22.26,133.12,6.54,76.6,73.0,Overdue,Line stopped briefly
1558,ORD-66169,2026-05-31,Plant B,MC-024,CNC Mill,3.6,Night,OP0051,,Aerospace Component,ALUMINUM,MetalWorks Pvt Ltd,200.0,446.0,358.0,5.0,A+,N,10.4,36.4,64.6,32.4,3.12,194.82,39.09,105.82,5.64,83.7,58.0,ok,
1559,ORD-61509,2026-01-27,PLANT A,MC-004,Press Brake,14.6,NIGHT,OP0095,S. Kumar,Home Appliance Component,Polycarbonate,,150.0,389.0,392.0,9.0,A+,Y,7.6,45.71,80.7,38.5,3.59,108.02,18.64,162.02,8.47,40.6,3.0,Overdue,Routine check
1560,ORD-59777,02-17-2026,Plant-D,MC-021,Press Brake,1.3,Evening,OP0104,K. Verma,Automotive Parts,,Global Alloys,150.0,651.0,636.0,11.0,A,NO,52.0,40.67,61.8,53.7,1.74,139.63,20.23,175.84,7.73,78.6,17.0,,Routine check
1561,ORD-71946,22/05/2026,Plant B,MC-018,Stamping Press,12.0,Day,OP0042,A. Iyer,Medical Device Part,Copper,Poly Materials Inc,100.0,401.0,366.0,7.0,,Yes,22.8,21.52,69.0,13.5,2.71,136.25,7.61,47.9,7.89,47.2,31.0,OK,N/A
1562,ORD-26125,2025-12-15,Plant E,MC-013,CNC Mill,12.4,1st Shift,OP0026,P. Rao,Electronics Housing,Cast Iron,  Steelcorp Ltd.  ,200.0,461.0,389.0,11.0,A,No,20.8,49.38,70.9,46.6,1.54,112.18,14.3,154.42,6.82,93.1,31.0,OK,customer complaint logged
1563,ORD-46709,2026/04/09 06:14,Plant E,MC-040,3D Printer,1.2,Morning,OP0017,N. Fernandes,Home Appliance Component,,MetalWorks Pvt Ltd,,467.0,433.0,11.0,A+,Yes,27.0,53.75,61.8,37.1,1.35,138.77,38.27,390.33,9.59,72.2,19.0,Scheduled,Routine check
1564,ORD-90733,2025-10-18,Plant B,MC-025,Conveyor Unit,7.1,Day,OP0023,R. Sharma,Medical Device Part,Cast Iron,Poly Materials Inc,100.0,559.0,554.0,15.0,Grade A,Yes,6.8,53.63,69.5,50.8,1.11,91.25,36.86,527.89,9.28,93.4,16.0,Scheduled,Power fluctuation
1565,ORD-36801,2026-08-06,,MC-026,Press Brake,5.4,Morning,OP0019,A. Iyer,Packaging Unit,steel,SteelCorp Ltd,300.0,503.0,440.0,6.0,B,,47.8,41.24,78.5,47.7,0.41,57.92,37.33,184.56,8.96,64.2,67.0,N/A,
1566,ORD-70150,20/10/2025,,MC-012,CNC Lathe,5.5,Evening,OP0096,P. Rao,Aerospace Component,Steel,SteelCorp Ltd,300.0,486.0,416.0,14.0,grade b,Yes,1.8,49.34,72.5,52.0,0.71,88.86,19.37,153.79,8.76,65.9,15.0,Due,Line stopped briefly
1567,ORD-90481,22/03/2026,Plant B,MC-005,CNC Mill,13.0,Night,OP0104,R. Sharma,Medical Device Part,Aluminum,,50.0,631.0,527.0,11.0,Reject,No,19.8,47.21,68.6,11.3,1.75,135.69,18.71,122.12,6.7,60.7,4.0,Overdue,customer complaint logged
1568,ORD-32645,14-Oct-2025,Plant-D,MC-014,Stamping Press,4.7,Morning,OP0007,N. Fernandes,Packaging Unit,ALUMINUM,,,484.0,377.0,5.0,  B  ,yes,39.2,50.13,62.2,66.3,0.55,152.17,36.43,103.1,10.15,87.7,23.0,ok,N/A
1569,ORD-86069,11-10-2025,Plant E,MC-004,Press Brake,0.4,Night,OP0027,M. Naidu,Medical Device Part,Copper,global alloys,150.0,363.0,322.0,9.0,A+,yes,3.6,47.4,71.4,50.9,3.14,,37.08,170.99,9.16,40.3,47.0,Overdue,Material shortage
1570,ORD-28832,04-26-2026,PLANT A,MC-033,Welding Robot,5.5,NIGHT,OP0081,A. Iyer,Consumer Plastics,Copper,Precision Components Co,250.0,553.0,538.0,16.0,grade b,No,10.3,54.54,58.4,67.7,3.97,41.96,31.81,353.27,9.81,53.4,43.0,ok,Material shortage
1571,ORD-57428,04-13-2026,Plant E,MC-033,Stamping Press,9.5,1st Shift,OP0095,R. Sharma,Electronics Housing,Steel,Precision Components Co,50.0,374.0,386.0,9.0,,,32.8,45.56,79.0,36.8,1.44,33.04,20.41,93.76,10.18,82.8,18.0,Due,OK
1572,ORD-63708,2026-05-22,Plant B,MC-037,Press Brake,11.0,  Evening  ,OP0075,R. Sharma,Automotive Parts,ALUMINUM,  Global Alloys  ,,581.0,535.0,8.0,Reject,Yes,2.8,36.97,65.0,62.1,2.84,80.41,11.9,78.54,7.05,62.0,20.0,N/A,
1573,ORD-15326,2026-04-01,Plant-D,MC-021,Welding Robot,2.6,Night,OP0069,M. Naidu,Metal Bracket,ABS Plastic,MetalWorks Pvt Ltd,50.0,440.0,385.0,9.0,B,,32.8,33.37,65.9,62.7,0.96,174.06,42.79,311.41,5.26,44.0,65.0,Due,
1574,ORD-44816,2026-07-20,Plant B,MC-029,3D Printer,13.8,Day,OP0047,K. Verma,Automotive Parts,Polycarbonate,Global Alloys,,646.0,638.0,9.0,Grade A,Yes,18.7,52.16,81.1,53.2,3.71,83.88,38.72,313.75,5.78,87.8,24.0,DUE,
1575,ORD-59412,2026-07-22,Plant B,MC-018,3D Printer,13.7,  2nd Shift  ,OP0070,S. Kumar,Industrial Fastener,Cast Iron,SteelCorp Ltd,50.0,639.0,554.0,11.0,Grade A,Yes,6.0,51.14,70.9,44.6,2.02,94.24,6.98,43.73,12.79,78.1,25.0,,Material shortage
1576,ORD-19684,01/11/2025,Plant B,MC-022,CNC Lathe,3.1,Night,OP0118,"D'Souza, L.",Automotive Parts,Aluminum,SteelCorp Ltd,250.0,596.0,506.0,8.0,Reject,Yes,45.7,47.49,83.7,28.8,2.27,126.28,34.2,196.5,10.62,68.7,30.0,Due,Line stopped briefly
1577,ORD-36946,04-14-2026,Plant B,MC-040,CNC Lathe,0.9,NIGHT,OP0079,M. Naidu,Electronics Housing,  Polycarbonate  ,global alloys,150.0,375.0,315.0,2.0,grade b,,13.5,42.55,64.1,53.2,0.37,120.45,3.59,5.81,8.54,74.1,16.0,Due,
1578,ORD-39087,12/02/2026,Plant B,MC-027,Laser Cutter,7.3,1st Shift,OP0023,A. Iyer,Home Appliance Component,Steel,  MetalWorks Pvt Ltd  ,,420.0,415.0,8.0,A+,N,16.5,42.39,60.8,52.0,3.8,77.06,12.29,60.34,7.03,64.0,38.0,ok,unknown issue
1579,ORD-40895,07-20-2026,Plant-D,MC-025,Welding Robot,2.6,Evening,OP0084,K. Verma,Industrial Fastener,Copper,SteelCorp Ltd,150.0,426.0,441.0,1.0,A+,No,14.3,27.63,88.8,31.3,1.33,165.86,14.69,11.09,9.61,84.3,15.0,ok,
1580,ORD-79534,2025-12-07,Plant A,MC-029,CNC Lathe,7.0,Evening,OP0055,S. Kumar,Electronics Housing,Aluminum,,250.0,310.0,310.0,3.0,Grade A,NO,2.9,46.76,82.5,55.8,1.75,88.81,20.31,55.24,7.54,83.6,7.0,N/A,unknown issue
1581,ORD-49935,2026-03-24,Plant B,MC-010,Stamping Press,3.2,Morning,OP0107,unknown,Medical Device Part,ALUMINUM,Steelcorp Ltd.,50.0,546.0,503.0,12.0,,yes,13.5,58.53,68.8,36.0,3.39,112.4,4.82,41.7,9.89,96.4,35.0,Due,N/A
1582,ORD-30070,19/03/2026,plant b,MC-023,CNC Lathe,13.0,Morning,OP0107,,Consumer Plastics,steel,Poly Materials Inc,150.0,586.0,471.0,5.0,,Yes,21.0,-49.03,56.3,51.1,2.26,84.68,13.82,56.27,8.83,91.4,53.0,OK,Routine check
1583,ORD-38873,2026-05-02,Plant A,MC-027,3D Printer,5.8,2nd Shift,OP0104,A. Iyer,Automotive Parts,ABS Plastic,  Poly Materials Inc  ,50.0,517.0,519.0,8.0,  A+  ,Yes,16.3,45.26,75.5,46.9,2.48,159.96,34.46,173.19,6.7,60.9,28.0,Due,N/A
1584,ORD-33315,2026-02-27,Plant E,MC-014,CNC Lathe,1.8,Evening,,,Electronics Housing,ABS Plastic,,200.0,518.0,548.0,5.0,grade b,yes,30.9,29.82,76.3,29.4,2.93,97.31,11.36,49.56,8.29,89.8,18.0,,unknown issue
1585,ORD-74861,13/03/2026,Plant C,MC-014,Assembly Line,9.0,Morning,OP0074,M. Naidu,Home Appliance Component,Aluminum,,300.0,301.0,277.0,6.0,grade b,Yes,12.3,57.38,55.0,62.4,1.88,94.3,8.92,44.92,7.29,61.3,49.0,N/A,Routine check
1586,ORD-18514,2026/03/16 07:13,Plant C,MC-010,CNC Lathe,2.2,Evening,OP0053,A. Iyer,Industrial Fastener,Copper,Global Alloys,150.0,419.0,414.0,4.0,grade b,Yes,35.2,72.07,69.1,53.8,0.04,106.73,4.57,10.51,7.75,97.5,48.0,OK,Line stopped briefly
1587,ORD-99204,03-08-2026,Plant A,MC-025,3D Printer,1.3,Evening,OP0052,P. Rao,Automotive Parts,Polycarbonate,,200.0,482.0,476.0,5.0,,,38.1,29.03,75.4,20.8,0.55,108.98,16.94,47.25,8.75,62.5,61.0,N/A,Routine check
1588,ORD-75314,2026-02-01,Plant C,MC-001,Laser Cutter,1.6,1st Shift,OP0069,M. Naidu,Automotive Parts,Cast Iron,global alloys,100.0,350.0,318.0,6.0,A+,Yes,21.5,32.83,80.0,49.4,1.26,87.8,43.47,172.49,5.41,77.9,14.0,OK,  Late shift start 
1589,ORD-37760,2025/12/22 19:38,Plant C,MC-034,CNC Lathe,12.3,Night,OP0113,P. Rao,Electronics Housing,Steel,MetalWorks Pvt Ltd,250.0,609.0,582.0,15.0,Grade A,Yes,17.4,56.62,61.7,41.1,1.59,68.78,11.94,132.11,8.52,47.0,36.0,Due,OK
1590,ORD-68428,02/07/2026,Plant-D,MC-034,Welding Robot,14.4,Evening,OP0036,,Electronics Housing,Aluminum,Steelcorp Ltd.,150.0,602.0,568.0,10.0,,,6.7,39.18,72.4,48.3,2.65,97.28,16.84,153.73,6.3,62.5,24.0,N/A,Line stopped briefly
1591,ORD-72113,06-25-2026,Plant B,MC-027,Press Brake,9.2,Morning,OP0086,A. Iyer,Medical Device Part,Copper,,50.0,642.0,687.0,15.0,A+,Yes,70.3,58.62,62.4,37.6,3.34,84.61,41.26,322.68,9.21,83.1,18.0,OK,Line stopped briefly
1592,ORD-86556,23-Aug-2026,Plant-D,MC-034,Laser Cutter,4.9,Evening,OP0031,P. Rao,Electronics Housing,steel,  global alloys  ,300.0,653.0,576.0,10.0,B,,9.6,58.19,75.4,54.8,3.8,120.74,2.96,21.7,9.28,92.5,24.0,Overdue,customer complaint logged
1593,ORD-61997,2026-05-17,Plant C,MC-038,Press Brake,11.3,Night,OP0107,S. Kumar,Metal Bracket,Copper,,150.0,575.0,574.0,13.0,grade b,,15.6,43.5,71.3,55.7,2.27,123.52,6.17,67.69,8.44,53.9,36.0,DUE,customer complaint logged
1594,ORD-97574,2025-12-27,Plant E,MC-006,Laser Cutter,5.3,Evening,OP0115,P. Rao,Packaging Unit,,Steelcorp Ltd.,150.0,502.0,476.0,8.0,A+,Yes,23.1,40.56,56.3,63.9,0.58,149.7,22.47,165.12,8.7,91.6,24.0,Overdue,unknown issue
1595,ORD-76911,04-12-2026,Plant A,MC-016,Injection Molder,7.8,Morning,OP0098,K. Verma,Packaging Unit,,,150.0,621.0,582.0,9.0,C,Yes,566.8,63.4,56.9,27.6,1.98,154.68,30.38,187.09,6.63,47.0,0.0,N/A,Power fluctuation
1596,ORD-33095,2026-09-02,Plant A,MC-010,Conveyor Unit,14.4,Evening,OP0049,R. Sharma,Medical Device Part,ABS Plastic,Global Alloys,150.0,687.0,706.0,14.0,,Yes,8.1,63.21,75.8,42.6,1.74,77.24,41.56,294.55,6.78,95.1,34.0,Scheduled,unknown issue
1597,ORD-80770,01-14-2026,Plant-D,MC-040,Laser Cutter,8.3,1st Shift,OP0113,  P. Rao  ,Packaging Unit,Steel,Steelcorp Ltd.,250.0,491.0,513.0,9.0,Reject,N,7.1,38.75,51.0,40.4,2.03,115.23,21.51,150.21,9.11,96.0,21.0,N/A,Material shortage
1598,ORD-28541,2026-06-05,Plant A,MC-015,Stamping Press,1.9,Night,OP0052,,Consumer Plastics,ABS Plastic,SteelCorp Ltd,,651.0,637.0,9.0,  C  ,,4.2,19.56,61.4,41.3,2.89,118.6,37.64,191.38,9.97,46.2,64.0,DUE,Line stopped briefly
1599,ORD-33600,2026-08-26,Plant B,MC-006,3D Printer,1.1,2nd Shift,OP0036,P. Rao,Electronics Housing,Copper,Steelcorp Ltd.,250.0,477.0,380.0,11.0,,Y,31.9,45.88,63.3,35.0,2.62,103.42,24.35,234.64,7.27,63.6,24.0,Overdue,  Late shift start 
1600,ORD-84494,2026/08/17 09:09,,MC-034,3D Printer,14.8,Night,OP0119,K. Verma,Packaging Unit,Cast Iron,MetalWorks Pvt Ltd,150.0,545.0,526.0,10.0,B,No,25.4,44.0,71.2,28.9,1.09,156.22,4.04,31.5,8.27,95.5,122.0,Scheduled,
1601,ORD-60608,07/08/2026,Plant C,MC-004,Welding Robot,6.7,Morning,OP0033,M. Naidu,Industrial Fastener,ALUMINUM,Precision Components Co,,487.0,429.0,4.0,B,No,20.0,51.68,69.8,33.6,0.81,66.06,35.16,139.26,6.71,59.1,75.0,OK,
1602,ORD-54888,2025-12-05,Plant B,MC-001,3D Printer,12.0,Night,OP0049,K. Verma,Automotive Parts,Steel,Poly Materials Inc,200.0,703.0,642.0,18.0,B,,12.7,51.56,69.2,38.7,2.54,114.45,32.3,300.45,9.37,56.8,2.0,DUE,Line stopped briefly
1603,ORD-41054,2026-08-06,Plant B,MC-020,Assembly Line,7.3,Evening,OP0118,unknown,Electronics Housing,Aluminum,Precision Components Co,200.0,751.0,723.0,15.0,Grade A,Y,32.2,39.13,62.4,68.7,1.66,114.97,38.53,367.78,9.26,80.9,15.0,N/A,Power fluctuation
1604,ORD-84791,01-Apr-2026,  Plant E  ,MC-020,Assembly Line,1.6,2nd Shift,OP0013,"D'Souza, L.",Industrial Fastener,ALUMINUM,Global Alloys,250.0,506.0,442.0,4.0,C,Yes,12.0,21.46,57.2,45.2,1.16,151.38,4.0,10.52,6.12,48.2,13.0,,unknown issue
1605,ORD-68654,23-Nov-2025,Plant C,MC-036,3D Printer,12.4,NIGHT,OP0057,K. Verma,Medical Device Part,,global alloys,200.0,453.0,427.0,8.0,Reject,Y,3.3,27.86,74.9,31.2,2.77,154.05,33.86,186.24,7.5,60.9,2.0,Scheduled,N/A
1606,ORD-27088,2026-08-20,Plant B,MC-034,CNC Lathe,5.1,Night,OP0029,S. Kumar,Metal Bracket,ALUMINUM,SteelCorp Ltd,,664.0,654.0,10.0,,Yes,22.1,33.15,60.4,60.0,3.11,118.63,5.97,31.32,7.97,55.0,22.0,Due,
1607,ORD-76275,02-Dec-2025,Plant-D,MC-039,Laser Cutter,6.9,Night,OP0108,,Metal Bracket,  Copper  ,Global Alloys,50.0,555.0,448.0,5.0,  Reject  ,No,39.2,49.79,77.5,48.9,2.29,59.59,30.61,110.58,7.61,74.3,30.0,ok,Line stopped briefly
1608,ORD-36406,06-24-2026,Plant A,MC-002,Laser Cutter,1.8,Evening,OP0073,"D'Souza, L.",Automotive Parts,Cast Iron,,50.0,456.0,377.0,6.0,grade b,,54.7,45.46,73.1,39.1,2.37,142.77,34.41,147.14,8.31,42.1,33.0,N/A,
1609,ORD-21330,2026-01-27,Plant B,MC-006,Conveyor Unit,0.5,1st Shift,OP0085,K. Verma,Medical Device Part,steel,Poly Materials Inc,250.0,627.0,597.0,11.0,Reject,yes,20.4,62.46,71.9,36.1,2.67,149.23,7.2,69.37,8.63,88.6,68.0,N/A,N/A
1610,ORD-30976,27-Apr-2026,Plant B,MC-039,Welding Robot,6.1,Morning,OP0120,,Consumer Plastics,Steel,Steelcorp Ltd.,300.0,434.0,386.0,11.0,A+,,50.4,55.21,72.8,64.9,4.59,115.48,24.68,257.25,6.38,51.7,29.0,Due,
1611,ORD-32377,14-Jan-2026,Plant-D,MC-023,Welding Robot,3.1,Evening,OP0065,,Automotive Parts,Polycarbonate,,300.0,544.0,569.0,14.0,Grade A,Yes,24.2,50.49,64.5,35.9,1.11,106.22,39.15,404.11,8.2,95.8,13.0,Overdue,  Late shift start 
1612,ORD-44532,2026-03-05,Plant A,MC-009,CNC Mill,10.3,,OP0058,M. Naidu,Consumer Plastics,ABS Plastic,Global Alloys,250.0,498.0,508.0,19.0,B,Yes,10.1,52.03,75.1,36.4,0.24,104.22,13.85,138.36,7.41,62.8,40.0,Overdue,
1613,ORD-23820,2026-02-26,Plant C,MC-034,CNC Mill,5.0,Evening,OP0073,N. Fernandes,Home Appliance Component,Steel,,50.0,604.0,562.0,11.0,C,Yes,367.9,37.85,56.4,44.6,0.66,170.84,8.53,73.15,5.03,81.1,84.0,N/A,Routine check
